"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","stflife"
"ESS3e03_7",3,"3.7","01.12.2018",10215,"BG",1.9199,2.2720368,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10218,"BG",1.5359,1.7590069,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10301,"BG",0.768,0.5400626,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10302,"BG",0.768,0.84427655,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",10303,"BG",0.384,0.6386101,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10307,"BG",0.384,0.31419298,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10308,"BG",0.384,0.42213827,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",10309,"BG",1.5359,1.2566901,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10310,"BG",0.768,0.56554586,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10411,"BG",0.384,0.2700313,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10412,"BG",0.768,0.5498479,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10413,"BG",0.768,0.56554586,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10416,"BG",1.1519,0.84824514,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10418,"BG",0.384,0.6386101,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10419,"BG",1.1519,1.3192265,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10420,"BG",0.768,0.62838596,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10504,"BG",0.384,0.42213827,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",10506,"BG",0.768,0.47583812,0.4767642,,,,,10
"ESS3e03_7",3,"3.7","01.12.2018",10508,"BG",1.1519,0.82470024,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",10509,"BG",0.768,0.84427655,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10511,"BG",0.768,0.5498479,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10512,"BG",0.768,0.8795607,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10517,"BG",0.768,0.8047054,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10601,"BG",1.5359,0.9192717,0.4767642,,,,,9
"ESS3e03_7",3,"3.7","01.12.2018",10602,"BG",0.384,0.42213827,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10604,"BG",0.384,0.42213827,0.4767642,,,,,9
"ESS3e03_7",3,"3.7","01.12.2018",10605,"BG",0.768,0.5400626,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10606,"BG",0.384,0.46416587,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10607,"BG",1.1519,1.3923768,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",10612,"BG",0.768,0.84427655,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10701,"BG",0.384,0.6386101,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",10702,"BG",1.1519,1.9156642,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10704,"BG",0.384,0.23791906,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10709,"BG",0.384,0.4023527,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10710,"BG",1.1519,0.6894388,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10713,"BG",1.1519,0.82470024,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",10718,"BG",1.1519,0.94249713,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",10801,"BG",1.1519,1.3631748,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",10805,"BG",0.384,0.31419298,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10806,"BG",0.384,0.2700313,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10809,"BG",1.5359,1.9148597,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10810,"BG",1.1519,0.84824514,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10815,"BG",1.1519,0.94249713,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10819,"BG",1.1519,1.3192265,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10901,"BG",0.768,0.84427655,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10903,"BG",1.9199,3.1928844,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10904,"BG",0.768,0.5312263,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",10905,"BG",2.3039,2.3865044,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",10908,"BG",0.384,0.42213827,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",10911,"BG",1.1519,0.8100236,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",10912,"BG",0.768,0.92833173,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",11001,"BG",0.384,0.42213827,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",11002,"BG",0.768,0.5400626,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",11004,"BG",0.768,0.92833173,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11005,"BG",0.768,0.56554586,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",11006,"BG",0.768,0.47583812,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",11009,"BG",0.384,0.42213827,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",11011,"BG",1.1519,1.3192265,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11104,"BG",0.768,0.92833173,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",11107,"BG",0.768,0.75170094,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",11108,"BG",0.384,0.22983289,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11111,"BG",0.768,0.84427655,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",11114,"BG",1.1519,0.84824514,0.4767642,,,,,9
"ESS3e03_7",3,"3.7","01.12.2018",11115,"BG",0.768,0.47583812,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11119,"BG",0.384,0.2700313,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11201,"BG",1.1519,1.3923768,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11202,"BG",1.1519,1.3923768,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",11203,"BG",0.384,0.46416587,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",11204,"BG",0.768,0.84427655,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",11206,"BG",0.768,0.5312263,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",11211,"BG",1.5359,1.131018,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11216,"BG",1.5359,1.5909685,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",11301,"BG",1.5359,1.8493658,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11302,"BG",1.1519,2.0140705,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",11303,"BG",2.3039,2.9279315,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",11305,"BG",0.768,0.558515,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11308,"BG",0.768,0.9760195,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11310,"BG",0.384,0.48800975,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11311,"BG",0.768,0.9760195,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11401,"BG",0.768,0.4832785,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",11403,"BG",0.384,0.28390265,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11404,"BG",1.1519,1.5098858,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11407,"BG",1.5359,1.3212454,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",11415,"BG",0.768,0.5678053,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11416,"BG",1.5359,1.910975,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",11418,"BG",0.768,0.5780932,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",11503,"BG",0.384,0.28390265,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11504,"BG",0.768,0.558515,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11505,"BG",1.5359,1.3212454,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",11506,"BG",0.384,0.44382325,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",11507,"BG",1.1519,0.86706454,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11508,"BG",1.5359,1.6726954,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",11509,"BG",1.5359,1.910975,0.4767642,,,,,9
"ESS3e03_7",3,"3.7","01.12.2018",11601,"BG",1.5359,1.3212454,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11605,"BG",0.768,0.9247431,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",11607,"BG",0.768,0.66066575,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11609,"BG",1.1519,0.86706454,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",11611,"BG",0.384,0.2890466,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",11612,"BG",0.384,0.28390265,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",11615,"BG",0.384,0.2792575,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",11801,"BG",1.5359,1.8493658,0.4767642,,,,,10
"ESS3e03_7",3,"3.7","01.12.2018",11805,"BG",0.768,0.558515,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",11806,"BG",0.384,0.2890466,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11808,"BG",0.768,0.8876465,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11812,"BG",0.768,0.9760195,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11814,"BG",0.768,0.9247431,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11818,"BG",0.768,0.9760195,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11902,"BG",0.768,0.5945976,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11904,"BG",1.5359,1.7751774,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",11909,"BG",0.384,0.4182011,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",11911,"BG",1.1519,0.7248548,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",11912,"BG",0.384,0.44382325,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11913,"BG",1.1519,1.4332001,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",11914,"BG",0.768,0.66066575,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",11915,"BG",0.384,0.2792575,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",11916,"BG",0.768,0.8876465,0.4767642,,,,,10
"ESS3e03_7",3,"3.7","01.12.2018",11917,"BG",0.768,0.5780932,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",11918,"BG",0.768,0.9247431,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12001,"BG",1.1519,1.3869944,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",12002,"BG",0.384,0.28390265,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12003,"BG",0.384,0.2890466,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12006,"BG",0.768,0.5678053,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",12013,"BG",0.768,0.4832785,0.4767642,,,,,9
"ESS3e03_7",3,"3.7","01.12.2018",12014,"BG",0.768,0.96278876,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",12018,"BG",0.768,0.8206976,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12101,"BG",0.384,0.44382325,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12102,"BG",0.768,0.5780932,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12103,"BG",0.768,0.66066575,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12105,"BG",1.5359,0.9664941,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12106,"BG",0.768,0.5678053,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12108,"BG",0.768,1.3428303,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12120,"BG",1.1519,0.9909126,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12202,"BG",1.5359,1.1561111,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12203,"BG",1.5359,1.7751774,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12204,"BG",1.1519,1.2689537,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12206,"BG",0.768,0.9760195,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12207,"BG",0.768,0.5780932,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",12209,"BG",0.768,0.4832785,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",12211,"BG",1.5359,1.1891177,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",12213,"BG",0.384,0.2972988,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",12214,"BG",0.384,0.28390265,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12301,"BG",0.384,0.44382325,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",12302,"BG",1.5359,1.1169573,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",12304,"BG",1.1519,1.3869944,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12309,"BG",2.3039,1.7837152,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12313,"BG",0.768,0.9760195,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12314,"BG",0.768,0.5780932,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12316,"BG",0.768,0.8876465,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12317,"BG",1.5359,1.8493658,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12318,"BG",0.768,0.5678053,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12401,"BG",1.1519,1.4332001,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12402,"BG",2.3039,2.662824,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",12403,"BG",0.768,0.8876465,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",12404,"BG",0.768,0.8876465,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",12405,"BG",0.768,0.8876465,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12406,"BG",1.1519,1.3313541,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12407,"BG",1.1519,0.85163397,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",12501,"BG",1.1519,0.8918189,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12502,"BG",1.5359,2.0132248,0.4767642,,,,,9
"ESS3e03_7",3,"3.7","01.12.2018",12508,"BG",0.768,0.50028163,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12513,"BG",0.768,0.5780932,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",12515,"BG",0.384,0.48800975,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",12517,"BG",0.384,0.25014082,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",12519,"BG",1.1519,1.4332001,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12601,"BG",0.768,0.96278876,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",12602,"BG",1.1519,2.0140705,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12605,"BG",0.768,0.5678053,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",12606,"BG",1.1519,1.3869944,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",12607,"BG",0.768,0.71845895,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12608,"BG",1.5359,1.8493658,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12609,"BG",1.5359,2.6854856,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12701,"BG",0.768,0.5780932,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12703,"BG",1.5359,1.1891177,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",12705,"BG",0.768,0.5780932,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",12706,"BG",0.768,0.4832785,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12707,"BG",0.768,0.8876465,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12708,"BG",1.1519,1.3869944,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12710,"BG",1.1519,1.2309395,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12803,"BG",0.768,0.9809008,0.4767642,,,,,88
"ESS3e03_7",3,"3.7","01.12.2018",12805,"BG",1.9199,1.6425763,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",12807,"BG",1.1519,0.9855116,0.4767642,,,,,10
"ESS3e03_7",3,"3.7","01.12.2018",12809,"BG",0.384,0.2764201,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",12813,"BG",0.768,1.0639374,0.4767642,,,,,10
"ESS3e03_7",3,"3.7","01.12.2018",12819,"BG",0.384,0.2764201,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",12820,"BG",0.768,0.6388265,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12903,"BG",0.768,1.0785581,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",12905,"BG",0.768,0.5528402,0.4767642,,,,,10
"ESS3e03_7",3,"3.7","01.12.2018",12911,"BG",1.5359,2.0436566,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12912,"BG",0.384,0.4904504,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",12915,"BG",1.1519,2.2256646,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",12916,"BG",1.5359,1.314044,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",12919,"BG",1.9199,1.3820285,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13001,"BG",1.5359,2.0436566,0.4767642,,,,,2
"ESS3e03_7",3,"3.7","01.12.2018",13002,"BG",1.5359,1.2548338,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13004,"BG",0.384,0.4904504,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13008,"BG",1.5359,1.068032,0.4767642,,,,,88
"ESS3e03_7",3,"3.7","01.12.2018",13010,"BG",0.768,0.62745774,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",13016,"BG",0.768,1.0785581,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13020,"BG",0.768,0.6388265,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13101,"BG",0.384,0.4904504,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13104,"BG",1.5359,2.127736,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",13109,"BG",1.9199,1.3350574,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13112,"BG",0.768,0.9069184,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",13113,"BG",1.5359,1.314044,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",13114,"BG",1.1519,0.9855116,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13116,"BG",1.5359,2.127736,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",13203,"BG",0.384,0.4904504,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13204,"BG",0.768,0.62745774,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13206,"BG",1.5359,1.314044,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13209,"BG",1.1519,1.386289,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13211,"BG",1.9199,2.5546038,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13212,"BG",2.3039,3.235534,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13213,"BG",0.768,1.0785581,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13302,"BG",0.768,0.84427655,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13304,"BG",1.5359,1.131018,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",13310,"BG",1.1519,0.7967703,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",13311,"BG",1.1519,1.3192265,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",13312,"BG",1.5359,1.6884432,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",13316,"BG",1.1519,1.3631748,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",13317,"BG",0.768,0.75170094,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13406,"BG",1.1519,0.84824514,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",13408,"BG",0.768,0.5400626,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13412,"BG",0.768,0.92833173,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",13415,"BG",0.768,0.79553604,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13416,"BG",1.5359,1.2566901,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13419,"BG",1.1519,1.1707965,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",13420,"BG",0.768,0.56554586,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13503,"BG",0.768,1.2772202,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13508,"BG",1.1519,1.3735019,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",13509,"BG",1.5359,1.2566901,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13510,"BG",1.5359,1.0996242,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13511,"BG",0.384,0.46416587,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",13512,"BG",0.768,0.78059876,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13519,"BG",0.384,0.4578737,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",13605,"BG",1.9199,2.3936057,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",13607,"BG",1.1519,1.1932005,0.4767642,,,,,3
"ESS3e03_7",3,"3.7","01.12.2018",13611,"BG",0.768,0.84427655,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",13616,"BG",1.1519,0.84824514,0.4767642,,,,,4
"ESS3e03_7",3,"3.7","01.12.2018",13617,"BG",0.384,0.42213827,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",13619,"BG",1.5359,1.8176059,0.4767642,,,,,0
"ESS3e03_7",3,"3.7","01.12.2018",13702,"BG",0.384,0.50161815,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13704,"BG",0.768,0.6884209,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13706,"BG",0.768,0.6884209,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13710,"BG",1.5359,1.0070974,0.4767642,,,,,9
"ESS3e03_7",3,"3.7","01.12.2018",13712,"BG",1.5359,2.0978022,0.4767642,,,,,88
"ESS3e03_7",3,"3.7","01.12.2018",13715,"BG",0.384,0.69962186,0.4767642,,,,,1
"ESS3e03_7",3,"3.7","01.12.2018",13720,"BG",1.1519,1.5047239,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13801,"BG",0.768,0.8551758,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",13803,"BG",0.384,0.4275879,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13807,"BG",1.1519,1.2351685,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13808,"BG",1.5359,1.1832415,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13809,"BG",1.1519,1.2826524,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13815,"BG",1.5359,1.5030923,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13820,"BG",1.1519,1.4452631,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13903,"BG",1.5359,1.7630563,0.4767642,,,,,5
"ESS3e03_7",3,"3.7","01.12.2018",13909,"BG",1.5359,1.9270593,0.4767642,,,,,7
"ESS3e03_7",3,"3.7","01.12.2018",13911,"BG",1.1519,2.0986834,0.4767642,,,,,6
"ESS3e03_7",3,"3.7","01.12.2018",13913,"BG",1.9199,1.50587,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",13914,"BG",1.1519,1.0325416,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",13917,"BG",1.1519,1.5733174,0.4767642,,,,,8
"ESS3e03_7",3,"3.7","01.12.2018",13919,"BG",0.768,1.0032363,0.4767642,,,,,7
